synonyme	name
sah?l[.] <name> [äe]nc?ki?a	leski
 sah?l <name>	 vainaja
sah?l[.] <name>	vainaja
sl[.] <name>	vainaja
sah?lig <name>	vainaja
<name> [äe]nc?ki?a	leski
<name> [Ee]ff?terle[wv]else	leski
