synonyme	name
leaf lxxxvij	lxxxvij
leaf C\.xxxv	C.xxxv
CVXI	CXVI
c\.lii	clii 
C\.	C 
Cl\.	Cl 
\.\]	] 
xxvii\.	xxvii 
ij	ii 
xj	xi 
